link,headline,date,location,summary,body
http://en.kremlin.ru/events/president/news/67638,Meeting with representatives of Italian business community,2022-01-26T16:00:00Z,"Novo-Ogaryovo, Moscow Region","Vladimir Putin held a videoconference meeting with heads of leading Italian companies. The discussion focused on trade, economic and investment cooperation between Russia and Italy and prospects for further expanding bilateral business ties.","President of Russia Vladimir Putin: Colleagues, good afternoon. I am delighted to have this opportunity to meet with leading Italian entrepreneurs, our colleagues and friends. When we met in October 2018, we had a constructive conversation about the prospects for expanding trade, economic and investment ties between Russia and Italy. Many of your useful recommendations have been taken into account in our ongoing work to create a favourable climate for growth and development of the economic environment, to improve economic regulation and the business climate that I just mentioned, including attracting foreign investment. Of course, due to the coronavirus pandemic, business contacts have become difficult, and the generally volatile situation in the global economy is not helping with new projects and initiatives. However, we can state with satisfaction that our countries have managed to maintain cooperation on the economic track at a fairly high level. In January-November 2021, bilateral trade grew by 53.8 percent to $27.5 billion. I fully expect it to exceed $30 billion when we finish the calculations. Colleagues, I propose focusing today's discussion on your concerns– topics that are of the essence for our colleagues, investors, entrepreneurs working in Russia and interested in expanding commercial ties with our country, to discuss the most pressing aspects of Russian-Italian economic cooperation. I would like to emphasise that we consider Italy one of Russia's leading economic partners. Your country is Russia's third largest trade partner in the EU. Italian companies' investments in Russia's economy amount to about $5 billion, and Russian investments in Italy are estimated at about $3 billion. The Russian-Italian Investment Platform, which was established in 2019 jointly with the Russian Direct Investment Fund to finance large capital-intensive joint projects, is operating very effectively. There are some 500 Italian companies in Russia. The range of industries where they operate is truly impressive: power generation, steel, oil and gas, petrochemical industries, helicopter manufacturing, high technologies, agribusiness, transport infrastructure, banking, insurance and many other sectors. In particular, we are satisfied with the successful development of cooperation with Italian companies and banks in large-scale energy projects, such as Yamal LNG and Arctic LNG 2, in which over 60 Italian companies are involved. Italian producers of high-tech equipment are also actively contributing to the Vostok Oil project, which Rosneft is carrying out in the Krasnoyarsk Territory in the north of Russia. Russia is a reliable supplier of energy resources to Italian consumers. In 2021, Gazprom delivered 22.7 billion cubic metres of natural gas to Italy or much more than in 2020, when it supplied 20.8 billion. I would like to point out that Italian energy companies continue working with Gazprom on the basis of long-term contracts and can therefore buy Russian gas cheaper, I would even say much cheaper than spot market prices, which have increased considerably against the backdrop of a cold winter and a supply shortage. There are also good prospects for boosting Russian-Italian business partnership in other energy sectors, primarily the development, use and commercialisation of renewable energy sources. Italian business has invested some 500 million euros in the construction of wind farms in three Russian regions: the Stavropol Territory, Rostov in southern Russia and the Murmansk Region in the north. The Murmansk wind power project will be used to produce green hydrogen for export to Europe. Incidentally, Russia has recently taken a number of major steps towards creating a low-carbon economy. You may be aware of our plans, which I have already mentioned, to achieve carbon neutrality by 2060 while maintaining sustainable economic growth. Russia has considerable resources and technological potential, which we intend to use for developing green energy. Within the next few years, pilot projects to produce hydrogen with a low level of greenhouse emissions and to use it in the power industry, transport and industrial sector will get underway. The Hydrogen Energy Development Concept is being put into practice, and by 2035 Russia may become one of the world's biggest producers and exporters of hydrogen. We are interested in foreign, including Italian, businesspeople feeling as comfortable as possible in the Russian market. We are taking measures on a systemic basis to improve the business and investment climate. An important role in this sense is played by the Foreign Investment Advisory Council under the Government of Russia. For the last 26 years, this Council has worked on improving the conditions of business enterprise. Russia regularly holds numerous international economic forums. You know all of them: I am referring to the St Petersburg and Eastern forums, the INNOPROM expo in Yekaterinburg, and others. By tradition, Italian companies are actively involved in these events. Last year, a special session of the Russian-Italian business dialogue was organised on the sidelines of the St Petersburg International Economic Forum, while at INNOPROM Italy was a partner country. I would like to specifically mention the fact that Russia's capital, Moscow, has submitted a bid to hold the world's fair, EXPO 2030. We know, of course, colleagues, that Rome is also a candidate city. Moreover, Italy already has hosted a world's fair. Our country has never done this, although it has been involved in this event for the last 170 years. Russia is an invariable participant in the international exhibition movement and was represented at the first World Expo in London in 1851. Well, we will compete with you, we certainly will! Colleagues, We believe that the key factor in Russia's investment appeal is its macroeconomic stability, and we intend to prioritise the effort to ensure this stability both now and in the future. I would like to stress that the global economic crisis caused by the pandemic has affected our country less severely, less strongly than other states. Largely, this was possible thanks to the structural reliability of the Russian economy. According to estimates, the GDP growth, as of the end of last year, will amount to approximately 4.5 percent. Unemployment in Russia has stayed around the historical low of 4.3 percent. I would also like to note that the companies operating in our country actively use the most diverse support mechanisms; they use them because we offer them both to our domestic and foreign partners. The foreign corporations that localised their production facilities in Russia are eligible for additional benefits and tax privileges in the special economic zones and can operate on the basis of special investment contracts. In addition, a preferential treatment for issuing residential permits to foreign investors will come into effect in the middle of this year. Of course, the fact that Russia and the European Union have not yet completed the mutual recognition process for their vaccines and vaccination certificates is not at all conducive to more active business contacts and trips. In this context, I would mention the joint Russian-Italian comparison of vaccines carried out at the Italian National Institute for the Infectious Diseases, which showed that Russia's Sputnik V demonstrated the greatest virus-neutralising titre with respect to the Omicron variant and proved again its high effectiveness. Colleagues, The Russian side is represented at today's meeting by the key economic ministers and CEOs of major domestic companies. Naturally, they will take into account all the problems concerning you and keep in contact with you in order to promote your further successful work in Russia. Let us get down to work, I mean directly to our discussion. I thank you and give the floor to President of the Italian-Russian Chamber of Commerce Mr Vincenzo Trani. And, of course, I want to stress again that members of the Russian Government, my colleagues, and, as I have said, heads of our major companies, which are often your partners, are in contact with us right now. And I will gladly give the floor to them during our discussion, as I did previously, so you will directly hear the opinions of your Russian colleagues regarding the prospects for developing Russian-Italian economic ties. Please, go ahead. President of the Italian-Russian Chamber of Commerce Vincenzo Trani: Good afternoon, Mr President. Thank you very much for the opportunity that the Italian-Russian Chamber of Commerce and I have today. Thank you for responding to our request. I wanted to use today's event to involve major Italian companies, including officials from other associations which, together with the Italian-Russian Chamber of Commerce, are creating the Italian system. I especially wanted to engage the main committee of Italian-Russian entrepreneurs, which is headed by Mr Tronchetti Provera, who is sitting next to me. We organised this event. I am particularly grateful to you because the companies that are here with me now find it important to have this opportunity and engage in a direct dialogue. Of course, this is important not only for them, but for many other companies as well. As you said, almost 500 companies are investing and working in Russia. They really wanted to participate in this meeting, but, unfortunately, were unable to do so. This is why we included two associations on the list of speakers that are working with us, building a dialogue and a bridge between Russia and Italy. These associations are Confindustria and GIM Unimpresa. The Italian-Russian Chamber of Commerce has been in existence for 57 years now. Our goal is to create a dialogue, including during times when things are not going too well. Sometimes, the need for a dialogue is even greater during challenging times. However, the ties that exist between Italy and Russia and between our peoples are even older than our states. Even before the Italian Republic was formed, business between Italians and Russians existed. Relations between Russia and Italy in recent years have been unfolding amid complex international circumstances. We have faced challenging situations and developments many times, and every time we overcome them through dialogue. I think at moments like these a dialogue, especially a dialogue between businesses and between us and businesses, is our main tool. I always tell my fellow entrepreneurs, since I am an entrepreneur myself and became an entrepreneur in Russia, I always tell them that the best investment and, of course, the best businesses are created in times of adversity. I have always used this logic in my business. So, today I support and advise many other entrepreneurs who are looking at Russia as a country of opportunity, to have a good look at Russia's potential, which, in the wake of the global coronavirus crisis, is, of course, ready for a""new renaissance,"" including with regard to Italy. I would like to turn it over to my colleague, Marco Tronchetti Provera, CEO and Executive Vice Chairman of Pirelli and Co-Chairman of the Russian-Italian Committee of Entrepreneurs, who will talk about developing and exploring new opportunities and building a new dialogue. <…>"
http://en.kremlin.ru/events/president/news/67642,Greetings to the 9th National Congress of Agricultural Cooperatives,2022-01-26T11:30:00Z,NA,Vladimir Putin sent a message of greetings to the participants and guests of the 9th National Congress of Agricultural Cooperatives.,"The message reads, in part:""For many decades, cooperation has played a big role in the economic life of our country. Consumer and production companies actively participated in the procurement, processing and sales of agrarian products, as well as in commercial and household services in rural areas. Owing to their energy, acumen and responsibility, they have done much for the sustainable socioeconomic development of the regions and the improvement of the living standards of our people. Importantly, today the rich traditions of domestic rural cooperation are receiving another lease of life. The cooperative movement is growing and expanding. It is making a tangible contribution to the efforts to ensure Russia's food safety, strengthen the positions of its small and medium-sized businesses and create new, modern jobs."""
http://en.kremlin.ru/events/president/news/67635,Meeting with members of Russia's Olympic team,2022-01-25T14:15:00Z,"Novo-Ogaryovo, Moscow Region",The President met with members of Russia's national team ahead of the opening of the Beijing 2022 Winter Olympics.,"President of Russia Vladimir Putin: Friends, good afternoon. I am happy to see you all, if only on the screen. Seeing off the Russian Olympic team is a good and longstanding tradition, and it is gratifying that, despite the circumstances we are all aware of and the remote formats we have to use, this tradition has not been interrupted. I am well aware how important it is to wish someone good luck before a long journey and serious trials, and for them to hear our wishes as well. It is important for every person, for every one of us. The challenges that you are going to face are more than serious: they are a test of character and willpower, a fight against the strongest athletes on the planet. Very soon, you will be representing our country at the Winter Olympics in Beijing, so, first of all, I wish you to stay in good health, and in good, fighting spirit. My warmest congratulations to all of you on being included in the national team. Also, as you probably know, we are celebrating Tatyana's Day and the Day of Russian Students today, so I wish all the best to head coach Tatyana Borodulina and sleigh rider Tatyana Ivanova on their Saint's Day. And to student athletes, of course– there are a lot of them on our team. Each of you– all those who have joined the Olympic team– must be nervous, of course, thinking about the upcoming competitions– a very important and highly demanding event. We know that you have been aspiring for this for years, going through hard exhausting training, defeats and victories, finally earning the right to show off your skills and your talent at the most important competitions for any athlete. You have proved by deed that you deserve to continue the great traditions of Russian sports. The pandemic situation has greatly changed our usual way of life, of course. But you have managed to overcome these difficulties and temper your character even more, to strengthen your will to win and confidently go through all the stages of qualifications for the Olympics. Many have risen to the top of global rankings. Russian athletes will compete in each of the 13 sports in Beijing, including a number of new Olympic sports. These achievements are largely due to the coaches, specialists who tirelessly work with the teams, to the help of our patrons and members of the Russian Olympians Foundation, and, of course, to the efforts of the Russian regions to create the necessary conditions to ensure high quality training of local athletes. It is an obvious fact that the level of local support for sports directly affects the level of fitness and a healthy lifestyle in the region, and makes it possible to find and support gifted children and train new generations of elite sports representatives. Major international competitions are an excellent driver for promoting sports in society. I believe that their main objective is to involve as many people as possible in sports and strengthen friendship between nations. Our Chinese friends, the organisers of the upcoming Games, share this approach. Together we stand against the politisation of sports and demonstrative boycotts; we support the traditional Olympic values, primarily, equal rights and justice. During the opening of the Games, I will meet with President of the People's Republic of China Xi Jinping. We will outline new plans for future interaction, including with regard to our agreements on holding the years of Russian-Chinese cooperation in physical fitness and sports. There is every reason to believe that the Games in Beijing will be held at a very high level and will be part of the golden records of the world Olympic family. Just like Russia, China has vast and highly useful experience of organising large-scale international events, and I am sure that our friends will create all the necessary conditions, including for the competition itself, issues related to the participants' stay in China and, of course, measures to safeguard the athletes' and spectators' health. In turn, I ask you and all your teammates to strictly comply with the requirements of the Organising Committee and follow all medical advice. The Russian Government, the Federal Medical-Biological Agency and the Olympic Committee will create the necessary conditions for that. I also want to note that over the past few years, China has been paying a great deal of attention to the development of winter sports. Therefore, in Beijing you will meet not only your traditional rivals from Europe and North America, but also promising Chinese athletes. Competition will definitely make the battle for the Olympic gold even more spectacular, keen and intense. But, as we know, in Russia, we do not fear difficulties, for they make us even stronger, more united and confident. I am sure that you will show all these qualities in Beijing. Here, in Russia, we will be rooting for you. We will be proud of your achievements and hope that you will surpass yourselves at the Games and show a top-notch performance. I wish you luck, good health and a great performance at the Beijing Winter Olympics. Good luck!"
http://en.kremlin.ru/events/president/news/67632,Meeting with university students to mark Russian Students Day,2022-01-25T13:40:00Z,"Novo-Ogaryovo, Moscow Region","On Russian Students Day, Vladimir Putin held a meeting, via videoconference, with students from Moscow, St Petersburg, Novosibirsk and Nizhny Novgorod universities.","Taking part in the event were students majoring in mathematics and IT who won national and international mathematics Olympiads and competitions for school and university students, such as the IMO, the IMC, and the International Collegiate Programming Contest(ICPC).*** Excerpts from transcript of meeting with university students to mark Russian Students Day President of Russia Vladimir Putin: Good afternoon, friends. Today, in line with an ancient tradition, we mark Tatyana's Day, also known as Russian Students Day. I would like to convey my greetings to undergraduate students, medical residents, post-graduate students, and of course school pupils who are only preparing to enrol at universities. It goes without saying that my greetings also go to well-established adults. After all, the memories of student camaraderie and the marvellous university years stay with us forever. It is not surprising that even many years after graduating, today's researchers, doctors, engineers and specialists in various fields stay friends and meet up with their peers to share memories of the wisdom and advice they received from their professors and mentors. It is thanks to this generational bond that Russia keeps moving forward, achieving scientific and technological breakthroughs, including in mathematics and digital technology. In fact, Russia has built a solid track record in these disciplines and has firmly established itself as a frontrunner. Today, we have here with us students who achieved outstanding results in mathematics by winning national and international competitions. They already undertake research projects, publish scientific articles, and teach mathematics at schools. There is no doubt that hard work and talent enabled you to achieve these outstanding, remarkable results. I am certain that unique mathematics teaching methods developed by Russian physics and mathematics schools over decades played an important part. The effort to build these institutions into an integrated system started back in the Soviet era thanks to such prominent researchers and teachers as Alexandrov, Kolmogorov, Lavrentyev, Ovchinnikov and Petrashen. Russian students are regular winners of physics and mathematics contests thanks to our schools with advanced physics and mathematics programmes. An entire network of these schools was created in the Soviet Union. The victories and triumphs of Russian school and university teams demonstrate that it was the right decision at the time. I would like to take this opportunity to thank you, all your teachers, other tournament participants, coaches and mentors for your results. You have done a great job to achieve these results. Well done! What else can I say? Like all people with a passion and true professionals, I think you understand and know better than anybody else that mathematics is not just an abstract area of science. Mathematics is a science of the future and a tool to develop new technologies and the most advanced industries. This includes Big Data and its use in industrial production, finance, healthcare, genetics and so many other fields. Mathematics is also becoming a reliable helper in humanitarian sciences, including history and linguistics. And, of course, it is based on mathematical methods that modern software and AI solutions are developed. Therefore, it is our principled task to ensure that mathematics and computer science studies are accessible, from an early age, so that any school student could study these subjects at an advanced level if they wish. I would like to add that more than half of state-funded places in universities are distributed among mathematics, natural sciences, engineering, technology and other programmes that involve in-depth studies of mathematics. Of course, we will continue to work on scientific and technological projects, including in cooperation with leading experts from different countries. Therefore, I would like to invite you and your professors and teachers to the International Mathematics Congress to be held in St Petersburg this summer. I would like to conclude my opening remarks by congratulating all Russian undergraduate and postgraduate students on International Students' Day and to wish you success in your studies, research, creative projects, sports and, of course, I wish you to have reliable friends and love. I want to stress that loyalty to the student fellowship is extremely important. Congratulations. <…> Vladimir Putin(on the International Congress of Mathematicians): First, I would like to say that I could not but support the initiative of St Petersburg State University to host this international congress– as an alumnus, former professor and former deputy rector of the then Leningrad State University. This is a great initiative. A similar congress was held in Moscow in 1966, I think. Indeed, now it is St Petersburg's turn. You noted that the purpose of the congress is to stress the importance of mathematics as a science for Russia and the entire world today. In fact, not just to stress its importance but to spark more interest in math, to attract more young and talented people that the country needs for development. We know that math is a backbone science for many industries, from artificial intelligence and Big Data to, oddly enough, humanitarian fields. I just talked about this in my opening remarks: without mathematics, it would be difficult today to process the enormous amount of archive materials, and it would be impossible to digitise many things. Statistics is essential for the humanities. Therefore, as one of our outstanding scientists said, mathematics can be found everywhere. Everything is mathematical to one extent or another. By supporting this initiative to host the International Congress of Mathematicians in Russia, we are pursuing the goal of attracting young and talented people to this field, as I said. I hope the congress will help us resolve this particular problem. In addition, the congress will highlight the role of Russia and our brilliant scientists in the development of mathematics in the world. So let's use our past experience in hosting major international political and sporting events to organise this event to the highest standards. Of course, I do rely on you and your colleagues to participate. For my part, I would be happy to attend and welcome the Russian and foreign participants. But I need to check my schedule first. I will try to arrange that. <…> Vladimir Putin(on choosing between research and a career in the corporate world): You know, no matter where you live, you will earn a better living in the corporate world compared to those who dedicate their lives to public service, military careers, art or science. It has always been this way no matter where you look. Everyone must choose what they want to do in life, where to pursue success and where you can unlock your potential. This is an extremely important decision; in fact, this is what matters the most, I believe. Of course, people can and must be creative in the corporate world, but it is also clear that this is a choice each person must face. That said, you are right: a talented person who achieves good, outstanding results in a certain field can expect to earn a decent living, provide for their family, and it is up to the state to provide the necessary support. This is what we are trying to do. The system of grants for young researchers has been effective, in fact. I will not go through all the available opportunities, but you probably know them. It goes without saying that only creative, productive people can be part of this framework. A meeting we had in Sochi with your colleagues comes to mind. These were participants in a congress for young researchers, and I agree with what they said back then. We will do our best to make sure that people who achieve tangible results in research are the first to get state support. There are also everyday concerns we need to keep in mind at all times. Housing is of course the most important of them all. There are many opportunities here, including housing certificates, subsidised mortgages, as well as employer-rented housing. We will keep working on all these tracks to build a multifaceted framework for supporting young researchers. I think you and I can agree on that. In your remarks, you mentioned remote work. There is no doubt that it is essential that we offer young people an environment in which they can do research and at the same time work for our high-technology companies, eager as they are to recruit people like you. All we need is to find an adequate interface between research and practice. I must say that our high-tech companies have been doing this for some time now and have been dedicated in their efforts. In fact, they were quite successful on this front. They have been creating departments in universities for their future employees. Of course, we need to work even closer with them to ensure that they create an enabling environment so they can achieve better results in their hands-on activities and be more competitive in Russia, as well as globally by leveraging the potential of young promising and interesting people like you. We will work on all these matters. If you have any ideas inspired by your personal experience on ways of arranging all this, please share them with us, and we will definitely take them into consideration when taking decisions on these matters at the Government level. <…> Vladimir Putin(on early career guidance): You raised a very important question. Early career guidance is extremely important because it helps students choose a profession to which they are ready and willing to devote their whole life, and in which they hope to achieve personal success. As I have said many times, and we all understand this, personal success of each individual means success of the country as a whole. This is certainly a very important task. It is necessary, in part, to find mechanisms and methods for this early career guidance. In this context, Olympiads are, of course, very important, as well as follow-up support for their winners. They should be able to understand how the world works, what high tech is and what is more suitable for them: either science and scientific research or practical activities. As I have already said, our companies are quite good at creating their departments at the country's leading universities to train their future specialists. We will certainly continue doing this and will fully support such undertakings of Russian high-tech companies. The same applies to Olympiads. I believe the first one took place in Moscow in 1935. Now there is a whole network of these regular competitions. Our schoolchildren and students take part in international competitions with great success. Last year, they even set a record. I recall they won 31 medals. This had never happened before, even in the entire successful history of our students and schoolchildren participating in international Olympiads. Naturally, this shows that much is being done to prepare specialists at schools and universities. The results of these Olympiads and our successes there are clear evidence of this. We will continue doing this. In effect, you raised an issue that we are already focusing on. We will continue working on it. <…> Vladimir Putin(on developing the Olympiad movement in the regions): You have touched on an important issue. I just covered it myself. Of course, training specialists throughout the country, not in just two or three centres across our vast country, is a critically important task. You mentioned Sirius. You know, the idea to create Sirius came to me based on the fact that– I also mentioned this today– an entire system of physics and mathematics schools was created in Russia, even earlier in the Soviet Union. These schools were a very good basis for training specialists in many areas of natural sciences. But, of course, they needed support. One of the purposes of Sirius is to create a network like this throughout the country in order to support teachers and talented youth. Sirius has already created, I think, over 80 sites in the regions, and another 40-plus should be created by 2024. Regional administrations and regional management teams have a critical role to play in this regard. But I have to say that, overall, we see that our colleagues in the regions are interested in supporting this work and we will incentivise them in every way to do so. You also mentioned other opportunities that– every cloud has a silver lining– the pandemic has brought up, such as online training and advanced training, including for teachers. We will move forward in all these areas, including extended learning centres, associations, groups, and so on. This is how we will work. In fact, you mentioned every area that we need to focus on. We are doing this and will continue to do this in the future. <…> Vladimir Putin: It is impossible to imagine advances in applied science without fundamental science. Of course, state support is critical. The fundamental sciences should be, and I want to assure you, will be the centre of attention on behalf of the state. Once again, happy Students Day and happy Tatyana's Day, and all the best. Best wishes."
http://en.kremlin.ru/events/president/news/67637,Greetings to President of People's Republic of Bangladesh Mohammad Abdul Hamid and Prime Minister of People's Republic of Bangladesh Sheikh Hasina,2022-01-25T13:00:00Z,NA,Vladimir Putin sent greetings to President of the People's Republic of Bangladesh Mohammad Abdul Hamid and Prime Minister of the People's Republic of Bangladesh Sheikh Hasina on the 50th anniversary of diplomatic relations between the two states.,"The message reads, in part:""For the past half a century, ties between Moscow and Dhaka have been developing in the spirit of friendship and mutual respect. I am confident that we will work together to further expand constructive bilateral cooperation in various fields. This fully meets the interests of the peoples of Russia and Bangladesh and contributes to strengthening regional stability and security."""
http://en.kremlin.ru/events/president/news/67633,"On January 26, Vladimir Putin will meet with Italian business leaders",2022-01-25T12:05:00Z,NA,"On January 26, the President of Russia will meet with the heads of leading Italian companies, via videoconference.","The discussion will focus on current aspects of trade, economic and investment cooperation between Russia and Italy, as well as the prospects for further expansion of business ties between entrepreneurs from the two countries. Special attention will be given to opportunities for building up cooperation in energy, industry, finance and environmentally friendly technologies."
http://en.kremlin.ru/events/president/news/67629,Greetings on opening of Russian-Arab Business Council 13th Meeting,2022-01-25T10:30:00Z,NA,Vladimir Putin sent greetings to the participants and guests of the 13th Meeting of the Russian-Arab Business Council.,"The message reads, in part:""The Business Council's useful work promotes a direct and substantive dialogue and practical cooperation between the business communities of Russia and the countries in the vast Middle East and North Africa region. Over the years of its existence, the Russian-Arab Business Council made a major contribution to establishing mutually beneficial business contacts, expanding and diversifying trade and investment exchanges, and to the implementation of promising projects in industry, agriculture, energy, transportation and communications. This year, the Council's meeting has brought together a large number of businesspeople, as well as CEOs of a number of major state corporations and heads of regional government bodies. You will jointly review topical economic cooperation matters and determine the most useful forms and aspects of future work. I am confident that you will hold substantive and constructive discussions and advance ideas and initiatives that will further strengthen partnerships and ties between our nations."""
http://en.kremlin.ru/events/president/news/67631,Telephone conversation with President of Cuba Miguel Diaz-Canel Bermudez,2022-01-24T18:10:00Z,NA,Vladimir Putin had a telephone conversation with President of the Republic of Cuba Miguel Diaz-Canel Bermudez.,"The leaders had an in-depth exchange of opinions on bilateral cooperation in trade, the economy and investment. The President of Cuba thanked Russia for the humanitarian aid supplied to the republic, including in the context of countering COVID-19. The presidents discussed further coordination of Russia's and Cuba's actions in the international arena in line with the principles of strategic partnership and the traditions of friendship and mutual understanding. Vladimir Putin and Miguel Diaz-Canel Bermudez reaffirmed their commitment to strengthening bilateral relations and agreed to intensify contacts at different levels."
http://en.kremlin.ru/events/president/news/67624,Meeting with Kamchatka Territory Governor Vladimir Solodov,2022-01-24T14:40:00Z,"The Kremlin, Moscow",The President held a working meeting with Governor of Kamchatka Territory Vladimir Solodov to discuss the territory's socioeconomic development.,"The President started the meeting by saying that growth in the territory's agricultural output has been gathering momentum, alongside higher fixed capital investment, while industrial output and construction had decreased slightly, and the share of substandard housing is quite high. In response, the Governor noted that in 2021 industrial output started to recover, which is mostly attributable to fish processing following a very good fishing season. As for construction, Kamchatka has been struggling with this sector for a while now. The territory has finally succeeded in ending the stalemate on the substandard housing issue and has drafted several comprehensive housing development projects. It raised funds for improving the utility infrastructure through infrastructure loans, and is preparing to build a total of 200,000 square metres of housing. The construction of single-family homes is receiving special attention. On the coronavirus, the Governor said that the situation has been quite stable in Kamchatka. The Defence Ministry has done a lot to help the territory by deploying an infectious disease hospital, with military personnel stepping in to help the territory during peak periods. Vladimir Solodov also reported on launching the construction of the Kamchatka Regional Hospital, and asked the President for his support in approving allocations for the construction. The Governor went on to emphasise that improved living standards was a priority for the territory, which managed to prevent a decline in real disposable income during the epidemic. Support measures taken under the President's instructions, as well as the decision to increase the minimum wage played a special role in this regard. Unemployment remained relatively low as well, and fewer young people left the region, which is another positive development. Vladimir Putin said the territory needs to install broadband, and Vladimir Solodov replied by noting that the territory's northern areas will benefit from internet connection as soon as 2023, although the northernmost districts, as well as the Komandorskiye Islands will still have to rely on satellite communications. The Governor pointed out that when asked what they need the most, young people in the northern villages ranked internet first, followed by quicker postal deliveries. The territory intends to carry out a pilot project on using drones for this purpose. The Governor spoke about the construction of new facilities, in particular, sport centres. One unique facility has already been completed and will open soon– a year-round winter sports centre, where athletes will be able to train right on the Avachinsky volcano, including in summer. This first major ice arena in Kamchatka has been built with private money. Vladimir Solodov brought up a problem that is common for most regions in the Far East. It has to do with the normative level of the federal government's co-financing of the national projects in the Far Eastern regions. In particular, according to him, standard projects do not objectively take into account the higher construction costs in regions such as Kamchatka. The President suggested that the Governor should formulate the relevant proposals in writing and send them to him in order to instruct the Government to work on this. The Governor also raised a number of questions that are very important for Kamchatka Territory. They concern a fair indexation of fees on aquatic biological resources, investment quotas for the construction of fishing vessels and so on. Vladimir Solodov stressed that the region expected a tangible effect from the Northern Sea Route. Novatek is already implementing the first project for the shipment of liquefied natural gas. Kamchatka is a convenient transshipment point in the east of the country. The President and the Governor also discussed the construction of roads and air transport, especially in the region. In this regard, the Governor asked for federal subsidies to partially finance such non-alternative routes, as the regional government cannot afford this. The President also asked him to prepare relevant proposals. The discussion predictably covered tourism, which Vladimir Solodov called the most promising industry. He said Kamchatka was known to the whole world. At present, work is underway in the Valley of Geysers. The region has seen a 60 percent increase in tourist inflow. New tourist facilities are being added. One of them is a falconry centre. Its first stage has already been completed, and the first batch of birds is going to be delivered soon. The Governor also said that the region was going to host the Ecosystem Nationwide Youth Forum in August, before the Eastern Economic Forum. It will be the first carbon-neutral forum, innovative in many ways. Mr Solodov invited the President to attend it. Vladimir Putin thanked him for the invitation and said he had not been to Kamchatka for a long time and would be glad to come."
http://en.kremlin.ru/events/president/news/67625,Greetings on 20th anniversary of Tactical Missiles Corporation,2022-01-24T09:00:00Z,NA,Vladimir Putin congratulated the current and retired personnel of the Tactical Missiles Corporation on its 20th anniversary.,"The message reads, in part:""The history of your company, which is rightfully considered one of Russia's largest producers of weapons and military equipment, began with the opening of Union Plant No. 455 in Kostino, Moscow Region, on June 3, 1942. When celebrating your anniversary today, you express deep appreciation of the contribution made by many generations of your predecessors, who were talented and dedicated scientists, designers, engineers and other real professionals. It is noteworthy that the corporation's current personnel are carrying on the traditions of hard work and are making a large contribution to the development of the country's defence industry and the miliary capability of its armed forces. You have always worked thoroughly and effectively, boldly using unique technologies and innovative ideas, implementing promising and truly breakthrough projects, and producing high-quality, competitive products that enjoy demand in both the military and civilian spheres."""
http://en.kremlin.ru/events/president/news/67623,Greetings to DOSAAF of Russia,2022-01-23T10:00:00Z,NA,"Vladimir Putin congratulated members of the Volunteer Society for Cooperation with the Army, Aviation, and Navy (DOSAAF) on its 95th anniversary.","The message reads, in part:""The history of this society, the successor of the legendary Society for the Assistance of Defence, Aircraft and Chemical Construction(OSOAVIAKHIM) was created by brave, courageous and strong people who aspired to gain new knowledge and skills in service to the Motherland. The graduates of this true school of courage include a remarkable plethora of commanders, talented scientists and design engineers, renowned astronauts, and pilots. Thousands of this organisation's alumni displayed courage in combat during the Great Patriotic War, and achieved significant success in the most diverse range of activities. It is gratifying that you continue to cherish and develop the wonderful traditions of DOSAAF and contribute to the patriotic upbringing of the upcoming generation, preparing young people to serve in the Armed Forces of the country, while improving aviation and technical sports."""
http://en.kremlin.ru/events/president/news/67620,Telephone conversation with Prime Minister of Armenia Nikol Pashinyan,2022-01-22T12:15:00Z,NA,Vladimir Putin had a telephone conversation with Prime Minister of the Republic of Armenia Nikol Pashinyan at the Armenian side's initiative.,"The discussion focused on practical aspects of implementing the agreements outlined in the trilateral statements by the leaders of Armenia, Azerbaijan and Russia of November 9, 2020, January 11 and November 26, 2021, including with regard to the delimitation and demarcation of the Armenia-Azerbaijan border. Both sides noted the need to continue efforts along the lines of the OSCE Minsk Group co-chairs (Russia, the United States and France). Prospects were discussed for future interaction within the CSTO in view of Armenia's chairmanship in the Collective Security Treaty Organisation. The President of Russia informed Nikol Pashinyan, at his request, on the course of talks with the United States and its allies on security guarantees for the Russian Federation."
